SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2024-08																													
Guardian of Faith	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Guardian of Faith	PRECLASS:1,Bard=7																	SPELLKNOWN:CLASS|Bard=4|Guardian of Faith									SOURCEPAGE:PHB
Locate Creature	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Locate Creature	PRECLASS:1,Bard=7																	SPELLKNOWN:CLASS|Bard=4|Locate Creature									SOURCEPAGE:PHB
Stone Shape	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Stone Shape	PRECLASS:1,Bard=7																	SPELLKNOWN:CLASS|Bard=4|Stone Shape									SOURCEPAGE:PHB
Circle of Power	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Circle of Power	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Circle of Power									SOURCEPAGE:PHB
Commune	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Commune	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Commune									SOURCEPAGE:PHB
Contagion	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Contagion	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Contagion									SOURCEPAGE:PHB
Dispel Evil and Good	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Dispel Evil and Good	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Dispel Evil and Good									SOURCEPAGE:PHB
Flame Strike	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Flame Strike	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Flame Strike									SOURCEPAGE:PHB
Geas	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Geas	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Geas									SOURCEPAGE:PHB
Greater Restoration	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Greater Restoration	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Greater Restoration									SOURCEPAGE:PHB
Hallow	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Hallow	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Hallow									SOURCEPAGE:PHB
Insect Plague	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Insect Plague	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Insect Plague									SOURCEPAGE:PHB
Legend Lore	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Legend Lore	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Legend Lore									SOURCEPAGE:PHB
Mass Cure Wounds	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Mass Cure Wounds	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Mass Cure Wounds									SOURCEPAGE:PHB
Planar Binding	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Planar Binding	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Planar Binding									SOURCEPAGE:PHB
Raise Dead	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Raise Dead	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Raise Dead									SOURCEPAGE:PHB
Scrying	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Scrying	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Scrying									SOURCEPAGE:PHB
Summon Celestial	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Summon Celestial	PRECLASS:1,Bard=9																	SPELLKNOWN:CLASS|Bard=5|Summon Celestial									SOURCEPAGE:PHB
Blade Barrier	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Blade Barrier	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Blade Barrier									SOURCEPAGE:PHB
Create Undead	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Create Undead	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Create Undead									SOURCEPAGE:PHB
Find the Path	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Find the Path	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Find the Path									SOURCEPAGE:PHB
Forbiddance	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Forbiddance	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Forbiddance									SOURCEPAGE:PHB
Harm	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Harm	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Harm									SOURCEPAGE:PHB
Heal	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Heal	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Heal									SOURCEPAGE:PHB
Heroes' Feast	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Heroes' Feast	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Heroes' Feast									SOURCEPAGE:PHB
Planary Ally	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Planar Ally	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Planar Ally									SOURCEPAGE:PHB
Sunbeam	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Sunbeam	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Sunbeam									SOURCEPAGE:PHB
True Seeing	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ True Seeing	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|True Seeing									SOURCEPAGE:PHB
Word of Recall	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Ward of Recall	PRECLASS:1,Bard=11																	SPELLKNOWN:CLASS|Bard=6|Word of Recall									SOURCEPAGE:PHB
Conjure Celestial	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Conjure Celestial	PRECLASS:1,Bard=13																	SPELLKNOWN:CLASS|Bard=7|Conjure Celestial									SOURCEPAGE:PHB
Divine Word	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Divine Word	PRECLASS:1,Bard=13																	SPELLKNOWN:CLASS|Bard=7|Divine Word									SOURCEPAGE:PHB
Etherealness	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Etherealness	PRECLASS:1,Bard=13																	SPELLKNOWN:CLASS|Bard=7|Etherealness									SOURCEPAGE:PHB
Fire Storm	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Fire Storm	PRECLASS:1,Bard=13																	SPELLKNOWN:CLASS|Bard=7|Fire Storm									SOURCEPAGE:PHB
Plane Shift	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Plane Shift	PRECLASS:1,Bard=13																	SPELLKNOWN:CLASS|Bard=7|Plane Shift									SOURCEPAGE:PHB
Power Word Fortify	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Power Word Fortify	PRECLASS:1,Bard=13																	SPELLKNOWN:CLASS|Bard=7|Power Word Fortify									SOURCEPAGE:PHB
Regenerate	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Regenerate	PRECLASS:1,Bard=13																	SPELLKNOWN:CLASS|Bard=7|Regenerate									SOURCEPAGE:PHB
Resurrection	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Resurrection	PRECLASS:1,Bard=13																	SPELLKNOWN:CLASS|Bard=7|Resurrection									SOURCEPAGE:PHB
Symbol	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Symbol	PRECLASS:1,Bard=13																	SPELLKNOWN:CLASS|Bard=7|Symbol									SOURCEPAGE:PHB
Antimagic Field	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Antimagic Field	PRECLASS:1,Bard=15																	SPELLKNOWN:CLASS|Bard=8|Antimagic Field									SOURCEPAGE:PHB
Control Weather	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Control Weather	PRECLASS:1,Bard=15																	SPELLKNOWN:CLASS|Bard=8|Control Weather									SOURCEPAGE:PHB
Earthquake	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Earthquake	PRECLASS:1,Bard=15																	SPELLKNOWN:CLASS|Bard=8|Earthquake									SOURCEPAGE:PHB
Holy Aura	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Holy Aura	PRECLASS:1,Bard=15																	SPELLKNOWN:CLASS|Bard=8|Holy Aura									SOURCEPAGE:PHB
Sunburst	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Sunburst	PRECLASS:1,Bard=15																	SPELLKNOWN:CLASS|Bard=8|Sunburst									SOURCEPAGE:PHB
Astral Projection	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Astral Projection	PRECLASS:1,Bard=17																	SPELLKNOWN:CLASS|Bard=9|Astral Projection									SOURCEPAGE:PHB
Gate	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Gate	PRECLASS:1,Bard=17																	SPELLKNOWN:CLASS|Bard=9|Gate									SOURCEPAGE:PHB
Mass Heal	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Mass Heal	PRECLASS:1,Bard=17																	SPELLKNOWN:CLASS|Bard=9|Mass Heal									SOURCEPAGE:PHB
Power Word Heal	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Power Word Heal	PRECLASS:1,Bard=17																	SPELLKNOWN:CLASS|Bard=9|Power Word Heal									SOURCEPAGE:PHB
True Resurrection	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ True Resurrection	PRECLASS:1,Bard=17																	SPELLKNOWN:CLASS|Bard=9|True Resurrection									SOURCEPAGE:PHB
# Magical Discoveries / Druid																																
Druidcraft	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Druidcraft	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Druidcraft									SOURCEPAGE:PHB
Elementalism	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Druidcraft	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Elementalism									SOURCEPAGE:PHB
Guidance	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Guidance	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Guidance									SOURCEPAGE:PHB
Mending	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Mending	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Mending									SOURCEPAGE:PHB
Message	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Message	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Message									SOURCEPAGE:PHB
Poison Spray	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Poison Spray	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Poison Spray									SOURCEPAGE:PHB
Produce Flame	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Produce Flame	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Produce Flame									SOURCEPAGE:PHB
Resistance	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Resistance	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Resistance									SOURCEPAGE:PHB
Shillelagh	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Shillelagh	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Shillelagh									SOURCEPAGE:PHB
Spare the Dying	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Spare the Dying	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Spare the Dying									SOURCEPAGE:PHB
Starry Wisp	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Starry Wisp	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Starry Wisp									SOURCEPAGE:PHB
Thorn Whip	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Thron Whip	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Thorn Whip									SOURCEPAGE:PHB
Thunderclap	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Thunderclap	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=0|Thunderclap									SOURCEPAGE:PHB
Animal Friendship	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Animal Friendship	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Animal Friendship									SOURCEPAGE:PHB
Charm Person	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Charm Person	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Charm Person									SOURCEPAGE:PHB
Create or Destroy Water	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Create or Destroy Water	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Create or Destroy Water									SOURCEPAGE:PHB
Cure Wounds	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Cure Wounds	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Cure Wounds									SOURCEPAGE:PHB
Detect Magic	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Detect Magic	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Detect Magic									SOURCEPAGE:PHB
Detect Poison and Disease	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Detect Poison and Disease	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Detect Poison and Disease									SOURCEPAGE:PHB
Entangle	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Entangle	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Entangle									SOURCEPAGE:PHB
Faerie Fire	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Faerie Fire	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Faerie Fire									SOURCEPAGE:PHB
Fog Cloud	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Fog Cloud	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Fog Cloud									SOURCEPAGE:PHB
Goodberry	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Goodberry	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Goodberry									SOURCEPAGE:PHB
Healing Word	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Healing Word	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Healing Word									SOURCEPAGE:PHB
Ice Knife	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Ice Knife	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Ice Knife									SOURCEPAGE:PHB
Jump	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Jump	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Jump									SOURCEPAGE:PHB
Longstrider	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Longstrider	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Longstrider									SOURCEPAGE:PHB
Protection from Evil and Good	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Protection from Evil and Good	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Protection from Evil and Good									SOURCEPAGE:PHB
Purify Food and Drink	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Purify Food and Drink	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Purify Food and Drink									SOURCEPAGE:PHB
Speak with Animals	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Speak with Animals	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Speak with Animals									SOURCEPAGE:PHB
Thunderwave	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Thunderwave	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Thunderwave									SOURCEPAGE:PHB
Aid	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Aid	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Aid									SOURCEPAGE:PHB
Animal Messenger	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Animal Messenger	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Animal Messenger									SOURCEPAGE:PHB
Augury	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Augury	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Augury									SOURCEPAGE:PHB
Barkskin	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Barkskin	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Barkskin									SOURCEPAGE:PHB
Beast Sense	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Beast Sense	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Beast Sense									SOURCEPAGE:PHB
Continual Flame	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Continual Flame	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Continual Flame									SOURCEPAGE:PHB
Darkvision	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Darkvision	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Darkvision									SOURCEPAGE:PHB
Enhance Ability	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Enhance Ability	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Enhance Ability									SOURCEPAGE:PHB
Enlarge/Reduce	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Enlarge/Reduce	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Enlarge/Reduce									SOURCEPAGE:PHB
Find Traps	CATEGORY:Internal	TYPE:Bard Magical Discoveries			KEY:Bard Magical Discoveries ~ Find Traps	PRECLASS:1,Bard=3																	SPELLKNOWN:CLASS|Bard=2|Find Traps									SOURCEPAGE:PHB
